vaccine,influenza_season,geographic_level,geographic_name,demographic_level,demographic_name,indicator_label,indicator_category_label,month_week,week_ending,nd_weekly_estimate,ci_half_width_90pct,ci_half_width_95pct,n_weighted,n_unweighted,suppression_flag,data_source
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 5,2024-11-30T00:00:00.000,30.6366,2.6131,3.1135,,2359,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 1,2024-10-05T00:00:00.000,30.4728,3.5467,4.2259,,1531,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,2024-10-12T00:00:00.000,34.2079,2.2788,2.7151,,3037,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,2024-10-19T00:00:00.000,32.0374,2.4153,2.8779,,3169,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,2024-10-26T00:00:00.000,30.543,2.3537,2.8044,,3240,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 1,2024-12-07T00:00:00.000,10.1653,0.5081,0.6054,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 2,2024-12-14T00:00:00.000,10.3556,0.523,0.6232,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 3,2024-12-21T00:00:00.000,10.6701,0.5537,0.6597,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,December Week 4,2024-12-28T00:00:00.000,10.8483,0.5728,0.6825,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,January Week 1,2025-01-04T00:00:00.000,11.0959,0.5538,0.6599,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,January Week 2,2025-01-11T00:00:00.000,11.2184,0.5653,0.6735,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,January Week 3,2025-01-18T00:00:00.000,11.3236,0.5674,0.676,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,January Week 4,2025-01-25T00:00:00.000,11.4072,0.5752,0.6853,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,November Week 1,2024-11-02T00:00:00.000,7.7035,0.3916,0.4666,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,November Week 2,2024-11-09T00:00:00.000,8.3442,0.5235,0.6237,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,November Week 3,2024-11-16T00:00:00.000,8.7586,0.4948,0.5896,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,November Week 4,2024-11-23T00:00:00.000,9.3208,0.6434,0.7666,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,November Week 5,2024-11-30T00:00:00.000,9.5823,0.664,0.7911,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,October Week 1,2024-10-05T00:00:00.000,3.6859,0.2936,0.3499,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,October Week 2,2024-10-12T00:00:00.000,4.2579,0.363,0.4325,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,October Week 3,2024-10-19T00:00:00.000,5.5952,0.5289,0.6302,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,4-level vaccination and intent,Received a vaccination,October Week 4,2024-10-26T00:00:00.000,6.0137,0.5772,0.6878,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,December Week 1,2024-12-07T00:00:00.000,10.1653,0.5081,0.6054,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2024-12-14T00:00:00.000,10.3556,0.523,0.6232,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,December Week 3,2024-12-21T00:00:00.000,10.6701,0.5537,0.6597,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,December Week 4,2024-12-28T00:00:00.000,10.8483,0.5728,0.6825,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,January Week 1,2025-01-04T00:00:00.000,11.0959,0.5538,0.6599,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,January Week 2,2025-01-11T00:00:00.000,11.2184,0.5653,0.6735,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,January Week 3,2025-01-18T00:00:00.000,11.3236,0.5674,0.676,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,January Week 4,2025-01-25T00:00:00.000,11.4072,0.5752,0.6853,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2024-11-02T00:00:00.000,7.7035,0.3916,0.4666,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,November Week 2,2024-11-09T00:00:00.000,8.3442,0.5235,0.6237,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,November Week 3,2024-11-16T00:00:00.000,8.7586,0.4948,0.5896,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,November Week 4,2024-11-23T00:00:00.000,9.3208,0.6434,0.7666,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,November Week 5,2024-11-30T00:00:00.000,9.5823,0.664,0.7911,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,October Week 1,2024-10-05T00:00:00.000,3.6859,0.2936,0.3499,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,October Week 2,2024-10-12T00:00:00.000,4.2579,0.363,0.4325,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,October Week 3,2024-10-19T00:00:00.000,5.5952,0.5289,0.6302,,45896,0,NIS-Flu
COVID,,National,National,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2024-10-26T00:00:00.000,6.0137,0.5772,0.6878,,45896,0,NIS-Flu
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,August Week 4,2024-08-24T00:00:00.000,31.4122,1.4464,1.7234,,11806,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,August Week 5,2024-08-31T00:00:00.000,32.9569,1.5558,1.8537,,11937,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07T00:00:00.000,31.4305,1.8145,2.162,,12062,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14T00:00:00.000,32.6872,1.7548,2.0909,,12298,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 3,2024-12-21T00:00:00.000,32.6028,1.7451,2.0792,,12404,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,2024-12-28T00:00:00.000,31.6527,2.4968,2.9749,,7633,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 1,2025-01-04T00:00:00.000,32.2679,2.0524,2.4454,,8099,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 2,2025-01-11T00:00:00.000,33.5899,1.8532,2.2081,,9770,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 3,2025-01-18T00:00:00.000,32.3129,1.6734,1.9938,,10574,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2025-01-25T00:00:00.000,35.152,2.009,2.3937,,8908,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2024-11-02T00:00:00.000,31.8071,1.8189,2.1672,,9561,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,2024-11-09T00:00:00.000,30.6649,1.8557,2.211,,9445,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,2024-11-16T00:00:00.000,32.1834,1.6862,2.0091,,11501,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,2024-11-23T00:00:00.000,33.1621,1.7447,2.0788,,12007,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 5,2024-11-30T00:00:00.000,32.9147,2.1603,2.574,,9403,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,2024-10-05T00:00:00.000,31.7517,2.0145,2.4002,,9049,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,2024-10-12T00:00:00.000,31.4134,1.6013,1.9079,,12061,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,2024-10-19T00:00:00.000,32.4938,1.5015,1.789,,11811,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2024-10-26T00:00:00.000,31.1328,1.5308,1.824,,11897,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 1,2024-09-07T00:00:00.000,31.716,1.6771,1.9982,,10859,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 2,2024-09-14T00:00:00.000,30.4426,1.5332,1.8268,,12635,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 3,2024-09-21T00:00:00.000,30.7621,1.5241,1.816,,12537,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,September Week 4,2024-09-28T00:00:00.000,32.3655,1.6347,1.9477,,12995,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,August Week 4,2024-08-24T00:00:00.000,36.8402,1.4555,1.7343,,11806,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,August Week 5,2024-08-31T00:00:00.000,36.3552,1.5036,1.7915,,11937,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,2024-12-07T00:00:00.000,9.336,1.0613,1.2646,,12062,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14T00:00:00.000,7.77,1.0697,1.2745,,12298,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 3,2024-12-21T00:00:00.000,7.4955,0.9044,1.0776,,12404,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,2024-12-28T00:00:00.000,6.403,1.3582,1.6182,,7633,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,January Week 1,2025-01-04T00:00:00.000,7.5391,1.3298,1.5844,,8099,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,January Week 2,2025-01-11T00:00:00.000,6.4393,0.9102,1.0845,,9770,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,January Week 3,2025-01-18T00:00:00.000,5.5859,0.8437,1.0052,,10574,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2025-01-25T00:00:00.000,4.9898,1.0798,1.2866,,8908,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2024-11-02T00:00:00.000,16.2437,1.4095,1.6794,,9561,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,2024-11-09T00:00:00.000,14.7231,1.4698,1.7512,,9445,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,2024-11-16T00:00:00.000,13.22,1.2324,1.4684,,11501,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,2024-11-23T00:00:00.000,11.3656,1.1804,1.4064,,12007,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 5,2024-11-30T00:00:00.000,11.1866,1.6959,2.0206,,9403,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,2024-10-05T00:00:00.000,28.4601,1.8654,2.2226,,9049,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,2024-10-12T00:00:00.000,26.649,1.4604,1.7401,,12061,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,2024-10-19T00:00:00.000,22.3172,1.282,1.5274,,11811,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2024-10-26T00:00:00.000,19.0326,1.2091,1.4406,,11897,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 1,2024-09-07T00:00:00.000,36.5941,1.6604,1.9784,,10859,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 2,2024-09-14T00:00:00.000,34.7841,1.5458,1.8418,,12635,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 3,2024-09-21T00:00:00.000,32.9821,1.5676,1.8678,,12537,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,September Week 4,2024-09-28T00:00:00.000,31.0067,1.5347,1.8286,,12995,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,August Week 4,2024-08-24T00:00:00.000,28.8892,1.4703,1.7518,,11806,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,August Week 5,2024-08-31T00:00:00.000,27.4407,1.5152,1.8054,,11937,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 1,2024-12-07T00:00:00.000,19.292,1.5125,1.8021,,12062,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 2,2024-12-14T00:00:00.000,18.3846,1.5139,1.8038,,12298,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 3,2024-12-21T00:00:00.000,17.9553,1.4615,1.7414,,12404,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 4,2024-12-28T00:00:00.000,19.3768,1.9178,2.285,,7633,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 1,2025-01-04T00:00:00.000,17.6255,1.5434,1.8389,,8099,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 2,2025-01-11T00:00:00.000,16.687,1.4953,1.7817,,9770,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 3,2025-01-18T00:00:00.000,18.2785,1.5057,1.794,,10574,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 4,2025-01-25T00:00:00.000,15.8556,1.666,1.985,,8908,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 1,2024-11-02T00:00:00.000,20.4633,1.5821,1.8851,,9561,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 2,2024-11-09T00:00:00.000,20.7503,1.8127,2.1598,,9445,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 3,2024-11-16T00:00:00.000,19.284,1.4317,1.7059,,11501,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 4,2024-11-23T00:00:00.000,18.5294,1.4693,1.7506,,12007,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 5,2024-11-30T00:00:00.000,18.3295,1.7346,2.0668,,9403,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 1,2024-10-05T00:00:00.000,22.9628,1.7939,2.1374,,9049,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,2024-10-12T00:00:00.000,22.1146,1.3708,1.6333,,12061,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,2024-10-19T00:00:00.000,21.9063,1.3141,1.5657,,11811,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,2024-10-26T00:00:00.000,23.6074,1.4699,1.7513,,11897,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,September Week 1,2024-09-07T00:00:00.000,26.9158,1.6273,1.939,,10859,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,September Week 2,2024-09-14T00:00:00.000,27.851,1.5645,1.864,,12635,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,September Week 3,2024-09-21T00:00:00.000,26.4458,1.5371,1.8314,,12537,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,September Week 4,2024-09-28T00:00:00.000,24.7877,1.4858,1.7703,,12995,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,August Week 4,2024-08-24T00:00:00.000,2.8584,0.3257,0.3881,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,August Week 5,2024-08-31T00:00:00.000,3.2472,0.3569,0.4253,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 1,2024-12-07T00:00:00.000,39.9416,0.6442,0.7675,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 2,2024-12-14T00:00:00.000,41.1582,0.7314,0.8715,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 3,2024-12-21T00:00:00.000,41.9464,0.7306,0.8705,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 4,2024-12-28T00:00:00.000,42.5675,0.7082,0.8438,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,January Week 1,2025-01-04T00:00:00.000,42.5675,0.7082,0.8438,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,January Week 2,2025-01-11T00:00:00.000,43.2839,0.7608,0.9065,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,January Week 3,2025-01-18T00:00:00.000,43.8227,0.7661,0.9128,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,January Week 4,2025-01-25T00:00:00.000,44.0026,0.774,0.9222,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 1,2024-11-02T00:00:00.000,31.4858,0.5106,0.6083,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 2,2024-11-09T00:00:00.000,33.8616,0.6578,0.7838,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,2024-11-16T00:00:00.000,35.3126,0.6459,0.7696,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 4,2024-11-23T00:00:00.000,36.9429,0.7169,0.8542,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 5,2024-11-30T00:00:00.000,37.5692,0.7798,0.9292,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 1,2024-10-05T00:00:00.000,16.8253,0.4695,0.5594,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,2024-10-12T00:00:00.000,19.8231,0.511,0.6089,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,2024-10-19T00:00:00.000,23.2826,0.5959,0.71,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,2024-10-26T00:00:00.000,26.2273,0.7901,0.9414,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,September Week 1,2024-09-07T00:00:00.000,4.7741,0.2597,0.3094,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,September Week 2,2024-09-14T00:00:00.000,6.9223,0.4145,0.4939,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,September Week 3,2024-09-21T00:00:00.000,9.8099,0.5345,0.6368,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,September Week 4,2024-09-28T00:00:00.000,11.8402,0.7061,0.8413,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,August Week 4,2024-08-24T00:00:00.000,2.8584,0.3257,0.3881,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,August Week 5,2024-08-31T00:00:00.000,3.2472,0.3569,0.4253,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,December Week 1,2024-12-07T00:00:00.000,39.9416,0.6442,0.7675,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,December Week 2,2024-12-14T00:00:00.000,41.1582,0.7314,0.8715,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,December Week 3,2024-12-21T00:00:00.000,41.9464,0.7306,0.8705,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,December Week 4,2024-12-28T00:00:00.000,42.5675,0.7082,0.8438,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,January Week 1,2025-01-04T00:00:00.000,42.5675,0.7082,0.8438,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,January Week 2,2025-01-11T00:00:00.000,43.2839,0.7608,0.9065,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,January Week 3,2025-01-18T00:00:00.000,43.8227,0.7661,0.9128,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,January Week 4,2025-01-25T00:00:00.000,44.0026,0.774,0.9222,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,November Week 1,2024-11-02T00:00:00.000,31.4858,0.5106,0.6083,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,November Week 2,2024-11-09T00:00:00.000,33.8616,0.6578,0.7838,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,November Week 3,2024-11-16T00:00:00.000,35.3126,0.6459,0.7696,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,November Week 4,2024-11-23T00:00:00.000,36.9429,0.7169,0.8542,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,November Week 5,2024-11-30T00:00:00.000,37.5692,0.7798,0.9292,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,October Week 1,2024-10-05T00:00:00.000,16.8253,0.4695,0.5594,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,October Week 2,2024-10-12T00:00:00.000,19.8231,0.511,0.6089,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,October Week 3,2024-10-19T00:00:00.000,23.2826,0.5959,0.71,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,October Week 4,2024-10-26T00:00:00.000,26.2273,0.7901,0.9414,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,September Week 1,2024-09-07T00:00:00.000,4.7741,0.2597,0.3094,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,September Week 2,2024-09-14T00:00:00.000,6.9223,0.4145,0.4939,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,September Week 3,2024-09-21T00:00:00.000,9.8099,0.5345,0.6368,,251252,0,NIS-ACM
FLU,,National,National,Overall,18+ years,Up-to-date,Yes,September Week 4,2024-09-28T00:00:00.000,11.8402,0.7061,0.8413,,251252,0,NIS-ACM
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,2024-12-07T00:00:00.000,36.7117,2.724,3.2456,70877917,2907,0,NIS-Flu
FLU,2024-2025,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14T00:00:00.000,35.4929,2.8073,3.3449,70881105,2856,0,NIS-Flu
